city,customer_name,customer_segment,discount,number_of_records,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,profit,region,row_id,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code
Marion,Laura Armstrong,Small Business,0.01,1,3/12/2012,45987,Not Specified,31,0.37,Office Supplies,Wrap Bag,37.25,East,6458,131.43,3/14/2012,Regular Air,1.3,Ohio,4,43302
Bozeman,Lindsay Castell,Small Business,0,1,3/12/2012,12450,Not Specified,15,0.65,Technology,Small Box,-88.61,West,1733,1146.41,3/14/2012,Regular Air,14.52,Montana,73.98,59715
Caldwell,Resi Polking,Small Business,0.01,1,3/12/2012,14176,Low,39,0.38,Technology,Wrap Bag,453.798,West,1987,1233.4775,3/19/2012,Regular Air,5.99,Idaho,35.99,83605
Delaware,Denny Blanton,Home Office,0.07,1,3/13/2012,28258,Critical,2,0.6,Technology,Small Box,-604.406,East,3959,201.178,3/13/2012,Regular Air,2.5,Ohio,125.99,43015
Reisterstown,Carol Adams,Corporate,0.06,1,3/13/2012,23398,Medium,19,0.37,Office Supplies,Small Box,-75.44,East,3274,123.1,3/14/2012,Regular Air,7.37,Maryland,6.48,21136
Pekin,Carlos Daly,Home Office,0.05,1,3/13/2012,40518,Critical,3,0.38,Office Supplies,Small Box,-12.1555,Central,5719,17.52,3/14/2012,Regular Air,5.04,Illinois,4.13,61554
Dublin,Denny Blanton,Home Office,0.03,1,3/13/2012,28258,Critical,25,0.52,Technology,Small Box,293.66,East,3960,2493.24,3/14/2012,Regular Air,19.99,Ohio,99.99,43017
Paducah,Michelle Moray,Corporate,0.02,1,3/14/2012,7776,Medium,6,0.76,Furniture,Jumbo Box,-4.34,South,1053,934.216,3/14/2012,Delivery Truck,29.21,Kentucky,179.29,42003
Paducah,Michelle Moray,Corporate,0.07,1,3/14/2012,7776,Medium,36,0.58,Furniture,Jumbo Drum,1769.81,South,1052,7223.59,3/15/2012,Delivery Truck,23.76,Kentucky,200.98,42003
West Islip,Carol Triggs,Corporate,0.09,1,3/14/2012,28647,Critical,38,0.68,Furniture,Large Box,-1763.7477,East,4015,5679.59,3/15/2012,Express Air,69,New York,154.13,11795
Morristown,Beth Fritzler,Small Business,0.02,1,3/14/2012,24193,Not Specified,24,0.4,Office Supplies,Small Box,-63.87,South,3393,109.86,3/15/2012,Regular Air,5.17,Tennessee,4.28,37814
Morristown,Beth Fritzler,Small Business,0.02,1,3/14/2012,24193,Not Specified,45,0.75,Furniture,Jumbo Box,-163.63,South,3392,9539.6,3/16/2012,Delivery Truck,55.96,Tennessee,200.98,37814
Jupiter,Thea Hudgings,Consumer,0.1,1,3/14/2012,46241,Not Specified,34,0.63,Furniture,Medium Box,356.48,South,6493,1932.58,3/16/2012,Regular Air,10.84,Florida,62.18,33458
Morristown,Beth Fritzler,Small Business,0.04,1,3/14/2012,24193,Not Specified,19,0.85,Technology,Wrap Bag,-175.175,South,3394,1426.5125,3/16/2012,Regular Air,0.99,Tennessee,85.99,37814
Canton,Alejandro Grove,Corporate,0.04,1,3/15/2012,1952,High,24,0.76,Furniture,Jumbo Box,-715.778206,East,281,7287.55,3/15/2012,Delivery Truck,54.12,Ohio,296.18,44708
Irving,Naresj Patel,Small Business,0.08,1,3/15/2012,26855,High,13,0.44,Furniture,Small Pack,230.02,Central,3761,396.04,3/16/2012,Regular Air,3.92,Texas,30.93,75061
Duluth,Mike Kennedy,Corporate,0.01,1,3/15/2012,28480,Medium,17,0.56,Office Supplies,Wrap Bag,-1.56,Central,3988,30.62,3/16/2012,Regular Air,0.7,Minnesota,1.76,55803
Lewiston,Chuck Sachs,Consumer,0.1,1,3/15/2012,11585,Medium,17,0.79,Technology,Small Box,-99.55,East,1600,281.84,3/16/2012,Regular Air,4,Maine,17.98,4240
Stratford,Chuck Sachs,Consumer,0.09,1,3/15/2012,11585,Medium,2,0.55,Technology,Small Box,-605.374,East,1601,200.753,3/16/2012,Regular Air,8.99,Connecticut,125.99,6614
Reno,Daniel Byrd,Home Office,0.03,1,3/15/2012,53573,Not Specified,6,0.46,Furniture,Wrap Bag,51.14,West,7507,93.73,3/17/2012,Regular Air,5.3,Nevada,14.2,89502
Coachella,Michael Stewart,Small Business,0.08,1,3/16/2012,57476,High,20,0.41,Office Supplies,Jumbo Drum,-550.43,West,8048,1351.43,3/17/2012,Delivery Truck,60,California,68.81,92236
Mustang,Daniel Raglin,Corporate,0.1,1,3/16/2012,36807,Medium,14,0.38,Office Supplies,Small Box,78.45,Central,5176,211.88,3/17/2012,Regular Air,1.39,Oklahoma,15.57,73064
Marietta,John Dryer,Corporate,0.07,1,3/16/2012,9383,Not Specified,11,0.42,Furniture,Wrap Bag,18.53,South,1287,82.42,3/18/2012,Regular Air,4,Georgia,7.59,30062
Coachella,Michael Stewart,Small Business,0.04,1,3/16/2012,57476,High,17,0.59,Office Supplies,Small Pack,-52.12,West,8049,357.91,3/18/2012,Regular Air,8.99,California,21.38,92236
Camp Springs,Gene McClure,Home Office,0.1,1,3/17/2012,9733,Not Specified,39,0.4,Office Supplies,Small Box,-90.26,East,1333,223.64,3/17/2012,Regular Air,5.35,Maryland,5.98,20746
Parkersburg,Julie Prescott,Home Office,0.01,1,3/17/2012,6498,Medium,38,0.77,Technology,Small Pack,-40.76,East,901,336.85,3/18/2012,Express Air,2.83,West Virginia,8.12,26101
New Berlin,Sean Christensen,Home Office,0.04,1,3/17/2012,39906,Medium,25,0.39,Office Supplies,Wrap Bag,15.25,Central,5640,82.21,3/19/2012,Regular Air,1.09,Wisconsin,3.38,53151
Stevens Point,Thomas Boland,Corporate,0.01,1,3/18/2012,15170,Critical,19,0.58,Technology,Medium Box,-9.108,Central,2127,356.4645,3/18/2012,Regular Air,4.81,Wisconsin,20.99,54481
Chandler,Ricardo Block,Corporate,0.01,1,3/18/2012,23751,Medium,44,0.62,Furniture,Jumbo Box,1049.03,West,3323,10364.36,3/19/2012,Delivery Truck,64.66,Arizona,220.98,85224
Clinton,Kimberly Carter,Small Business,0.01,1,3/18/2012,31941,Medium,32,0.52,Office Supplies,Medium Box,650.73,Central,4488,2564.45,3/19/2012,Express Air,13.99,Iowa,78.65,52732
Sudbury,Eric Barreto,Small Business,0.08,1,3/18/2012,9894,High,16,0.64,Furniture,Jumbo Drum,103.83,East,1358,5403.75,3/20/2012,Delivery Truck,58.92,MA,355.98,1776
El Mirage,Anna Chung,Home Office,0.05,1,3/18/2012,53920,Critical,18,0.78,Office Supplies,Jumbo Drum,-815.79,West,7543,433.31,3/20/2012,Delivery Truck,53.03,Arizona,20.98,85335
Fresno,Brendan Murry,Corporate,0.05,1,3/18/2012,19299,Not Specified,10,0.36,Office Supplies,Small Box,8.1,West,2668,29.23,3/20/2012,Regular Air,0.5,California,2.88,93727
Sterling Heights,Marc Harrigan,Home Office,0.1,1,3/18/2012,43140,Critical,23,0.36,Office Supplies,Small Box,-49.53,Central,6091,130.16,3/20/2012,Regular Air,5.14,Michigan,5.98,48310
Clinton,Kimberly Carter,Small Business,0.07,1,3/18/2012,31941,Medium,7,0.36,Office Supplies,Small Box,-43.5,Central,4489,53.55,3/20/2012,Regular Air,9.68,Iowa,6.48,52732
Drexel Hill,Beth Thompson,Corporate,0.06,1,3/19/2012,23429,Critical,28,0.39,Office Supplies,Small Box,-82.823,East,3281,154.61,3/19/2012,Regular Air,5.63,Pennsylvania,5.34,19026
Munster,Noah Childs,Home Office,0.1,1,3/19/2012,49216,High,11,0.39,Office Supplies,Small Box,-45.816,Central,6899,259.69,3/19/2012,Regular Air,12.98,Indiana,24.92,46321
Missouri City,Noah Childs,Home Office,0.01,1,3/19/2012,49216,High,28,0.56,Office Supplies,Wrap Bag,-72.44,Central,6898,96.71,3/19/2012,Regular Air,3.97,Texas,3.28,77489
Munster,Noah Childs,Home Office,0.06,1,3/19/2012,49216,High,9,0.56,Technology,Jumbo Drum,-172.4775,Central,6900,2503.86,3/19/2012,Delivery Truck,28.06,Indiana,270.97,46321
North Ridgeville,Sally Hughsby,Consumer,0.07,1,3/19/2012,16676,High,39,0.56,Technology,Medium Box,-12.078,East,2314,936.802,3/19/2012,Regular Air,8.59,Ohio,28.99,44039
Munster,Noah Childs,Home Office,0,1,3/19/2012,49216,High,29,0.38,Office Supplies,Small Box,30.63,Central,6901,374.67,3/20/2012,Express Air,6.35,Indiana,12.28,46321
Drexel Hill,Beth Thompson,Corporate,0.07,1,3/19/2012,23429,Critical,19,0.56,Technology,Small Box,107.082,East,3282,1063.35,3/21/2012,Express Air,5.26,Pennsylvania,65.99,19026
Belchertown,Barry Weirich,Corporate,0.01,1,3/20/2012,6116,Medium,7,0.68,Technology,Small Box,-72.23,East,852,150.77,3/20/2012,Regular Air,4,MA,19.98,1007
West Bend,Victoria Wilson,Home Office,0.06,1,3/20/2012,38084,Not Specified,33,0.48,Furniture,Small Pack,65.63,Central,5360,404.91,3/22/2012,Regular Air,4.98,Wisconsin,12.64,53095
Forest Park,Barry Weirich,Corporate,0.04,1,3/20/2012,6116,Medium,6,0.81,Office Supplies,Medium Box,-1759.58,Central,853,9620.82,3/22/2012,Regular Air,24.49,Illinois,1637.53,60130
Marshalltown,Rob Haberlin,Corporate,0.06,1,3/20/2012,2530,Medium,9,0.39,Office Supplies,Small Box,4.58,Central,361,23.46,3/22/2012,Regular Air,0.5,Iowa,2.61,50158
West Allis,Victoria Wilson,Home Office,0.02,1,3/20/2012,38084,Not Specified,11,0.4,Office Supplies,Wrap Bag,18.41,Central,5359,100.36,3/22/2012,Regular Air,2.15,Wisconsin,9.11,53214
Santa Clara,Charles Crestani,Consumer,0.06,1,3/20/2012,11077,Low,30,0.72,Furniture,Jumbo Box,-229.68,West,1539,4620.05,3/24/2012,Delivery Truck,35.02,California,160.98,95051
Madison,Emily Phan,Consumer,0.08,1,3/21/2012,29766,Medium,40,0.56,Technology,Small Box,1623.699,South,4191,6636.664,3/21/2012,Regular Air,8.99,Alabama,205.99,35756
Westerville,Harold Ryan,Home Office,0.03,1,3/21/2012,26470,High,41,0.35,Office Supplies,Small Box,8822.2775,East,3710,18081.76,3/22/2012,Regular Air,19.99,Ohio,420.98,43081
Tacoma,Christopher Conant,Home Office,0.09,1,3/21/2012,13825,High,30,0.37,Office Supplies,Small Box,-88.6,West,1933,186.79,3/22/2012,Regular Air,6.35,Washington,6.48,98408
Madison,Emily Phan,Consumer,0,1,3/21/2012,29766,Medium,13,0.39,Technology,Large Box,27220.69,South,4190,89061.05,3/22/2012,Regular Air,24.49,Alabama,6783.02,35756
Mount Vernon,Tony Sayre,Home Office,0.02,1,3/21/2012,7719,Low,37,0.59,Office Supplies,Small Box,34.52,West,1047,522.62,3/23/2012,Regular Air,4.51,Washington,13.48,98273
Lynnwood,Tonja Turnell,Consumer,0.02,1,3/21/2012,35744,Not Specified,44,0.68,Technology,Small Box,401.85,West,5010,2587.53,3/23/2012,Regular Air,6.55,Washington,55.94,98037
Prior Lake,David Philippe,Consumer,0.05,1,3/22/2012,8257,Low,5,0.57,Technology,Jumbo Drum,-2561.3235,Central,1127,7486.09,3/22/2012,Delivery Truck,29.7,Minnesota,1500.97,55372
Greenville,Jack O'Briant,Small Business,0.08,1,3/22/2012,48900,Not Specified,42,0.81,Office Supplies,Small Box,-99.26,South,6863,636.34,3/23/2012,Regular Air,4.53,Mississippi,15.14,38701
Burleson,Dean Braden,Corporate,0.01,1,3/22/2012,55776,Not Specified,32,0.56,Technology,Jumbo Drum,1096.64,Central,7795,4856.1,3/23/2012,Delivery Truck,17.85,Texas,145.45,76028
Emporia,Kelly Williams,Corporate,0.1,1,3/22/2012,39301,Medium,16,0.79,Technology,Small Box,-521.09,Central,5551,2232.66,3/23/2012,Express Air,4,Kansas,152.48,66801
Draper,Kelly Williams,Corporate,0.08,1,3/22/2012,39301,Medium,4,0.58,Office Supplies,Small Pack,-29.49,West,5550,33.54,3/24/2012,Regular Air,8.37,Utah,6.84,84020
Council Bluffs,Lena Cacioppo,Home Office,0,1,3/22/2012,7136,High,9,0.36,Office Supplies,Small Box,17.05,Central,990,47.28,3/24/2012,Regular Air,0.5,Iowa,4.91,51503
Greenville,Jack O'Briant,Small Business,0.03,1,3/22/2012,48900,Not Specified,27,0.38,Office Supplies,Small Box,15.61,South,6862,337.61,3/24/2012,Regular Air,6.35,Mississippi,12.28,38701
Ossining,Pamela Stobb,Consumer,0.09,1,3/22/2012,13252,Not Specified,39,0.37,Technology,Small Box,154.65,East,1841,605.16,3/24/2012,Regular Air,4,New York,15.98,10562
Council Bluffs,Lena Cacioppo,Home Office,0.07,1,3/22/2012,7136,High,17,0.54,Technology,Small Pack,88.72,Central,989,642.9,3/24/2012,Regular Air,1.99,Iowa,39.48,51503
Ossining,Pamela Stobb,Consumer,0.03,1,3/22/2012,13252,Not Specified,44,0.62,Furniture,Jumbo Drum,1279.37,East,1840,7312.86,3/25/2012,Delivery Truck,30,New York,160.98,10562
Prior Lake,David Philippe,Consumer,0.02,1,3/22/2012,8257,Low,18,0.37,Office Supplies,Small Box,373.67,Central,1128,881.32,3/26/2012,Regular Air,5.09,Minnesota,48.04,55372
Prior Lake,David Philippe,Consumer,0.03,1,3/22/2012,8257,Low,5,0.58,Office Supplies,Wrap Bag,-6.2,Central,1129,22.77,3/29/2012,Regular Air,1.6,Minnesota,4.28,55372
Sioux Falls,Paul Prost,Corporate,0.05,1,3/23/2012,34017,High,20,0.52,Office Supplies,Wrap Bag,29.17,Central,4788,103.39,3/23/2012,Express Air,0.71,South Dakota,4.84,57103
Macon,William Brown,Corporate,0.06,1,3/23/2012,43650,Not Specified,3,0.5,Technology,Large Box,-2213.75,South,6160,1759.65,3/24/2012,Regular Air,24.49,Georgia,599.99,31204
Mansfield,George Ashbrook,Consumer,0.07,1,3/23/2012,57382,Medium,45,0.35,Office Supplies,Small Box,20.14,Central,8035,452.93,3/25/2012,Express Air,5.76,Texas,9.78,76063
Lufkin,George Ashbrook,Consumer,0.09,1,3/23/2012,57382,Medium,25,0.35,Office Supplies,Small Box,16.898,Central,8034,106.04,3/25/2012,Regular Air,1.49,Texas,4.55,75901
Sioux Falls,Paul Prost,Corporate,0.01,1,3/23/2012,34017,High,28,0.57,Office Supplies,Small Box,-48.97,Central,4789,435.39,3/25/2012,Regular Air,7.69,South Dakota,14.98,57103
Macon,William Brown,Corporate,0.05,1,3/23/2012,43650,Not Specified,7,0.6,Office Supplies,Small Pack,-26.29,South,6161,88.59,3/25/2012,Regular Air,5.81,Georgia,11.97,31204
Garden City,Liz Price,Corporate,0,1,3/23/2012,50338,Not Specified,36,0.39,Technology,Medium Box,28.7,Central,7057,551.44,3/25/2012,Regular Air,7.51,Michigan,13.99,48135
Coram,Dionis Lloyd,Small Business,0.09,1,3/24/2012,58628,Medium,23,0.74,Furniture,Jumbo Box,-335.317125,East,8200,2527.792,3/25/2012,Delivery Truck,52.42,New York,138.75,11727
Pflugerville,Tamara Chand,Consumer,0.02,1,3/24/2012,57415,Medium,6,0.59,Office Supplies,Small Box,-16.37,Central,8039,101.52,3/25/2012,Regular Air,5.41,Texas,15.42,78660
Killeen,Nat Carroll,Home Office,0.1,1,3/24/2012,32451,Not Specified,42,0.39,Office Supplies,Small Box,163.6335,Central,4562,580.56,3/25/2012,Regular Air,2.99,Texas,14.28,76541
Sandwich,Troy Staebel,Small Business,0.05,1,3/24/2012,38721,Critical,15,0.4,Office Supplies,Small Box,363,East,5452,1386.69,3/25/2012,Regular Air,19.99,MA,90.48,2563
Natick,Troy Staebel,Small Business,0.1,1,3/24/2012,38721,Critical,17,0.37,Furniture,Small Pack,-25,East,5451,107.56,3/26/2012,Regular Air,54.95,MA,6.64,1760
Lehigh Acres,Michael Oakman,Small Business,0.08,1,3/24/2012,37794,Low,6,0.45,Furniture,Small Pack,10.29,South,5313,60.67,3/26/2012,Regular Air,7.29,Florida,9.48,33971
Lehigh Acres,Michael Oakman,Small Business,0.03,1,3/24/2012,37794,Low,32,0.71,Office Supplies,Small Box,781.03,South,5314,6195.87,3/28/2012,Regular Air,19.99,Florida,193.17,33971
Thornton,Christopher Martinez,Small Business,0.02,1,3/25/2012,10148,Low,27,0.66,Furniture,Jumbo Box,3309.55,West,1400,14357.85,3/25/2012,Delivery Truck,41.44,Colorado,500.98,80229
Summerville,Michael Grace,Corporate,0.01,1,3/25/2012,51266,Not Specified,30,0.37,Office Supplies,Small Box,98.1,South,7183,617.51,3/25/2012,Regular Air,9.03,South Carolina,18.97,29483
Levittown,Joe Kamberova,Small Business,0.01,1,3/25/2012,1892,Low,9,0.37,Office Supplies,Small Box,-18.85,East,276,64.29,3/25/2012,Regular Air,5.4,Pennsylvania,6.48,19057
Summerville,Michael Grace,Corporate,0.03,1,3/25/2012,51266,Not Specified,23,0.38,Office Supplies,Small Box,35.16,South,7184,278.83,3/26/2012,Regular Air,4.86,South Carolina,12.28,29483
Cedar Rapids,Justin Knight,Corporate,0.01,1,3/25/2012,38565,Critical,20,0.57,Furniture,Small Box,-11.69,Central,5430,234.09,3/27/2012,Express Air,5.16,Iowa,10.64,52402
Summerville,Michael Grace,Corporate,0.05,1,3/25/2012,51266,Not Specified,46,0.59,Office Supplies,Small Box,230.03,South,7185,1605.22,3/27/2012,Express Air,7.73,South Carolina,34.99,29483
Scottsdale,Dario Medina,Small Business,0.07,1,3/25/2012,323,Critical,20,0.38,Office Supplies,Small Box,25.76,West,54,108.09,3/27/2012,Regular Air,1.39,Arizona,5.68,85254
Scottsdale,Dario Medina,Small Business,0.06,1,3/25/2012,323,Critical,2,0.39,Office Supplies,Small Box,-31.24,West,55,55.34,3/27/2012,Regular Air,11.54,Arizona,22.84,85254
Summerville,Michael Grace,Corporate,0.04,1,3/25/2012,51266,Not Specified,11,0.38,Technology,Medium Box,221.38,South,7182,1610.29,3/27/2012,Regular Air,13.99,South Carolina,150.98,29483
Levittown,Joe Kamberova,Small Business,0.05,1,3/25/2012,1892,Low,47,0.38,Office Supplies,Small Box,-152.5245,East,275,193.63,3/29/2012,Regular Air,5.26,Pennsylvania,3.98,19057
Portsmouth,Muhammed Yedwab,Consumer,0.07,1,3/26/2012,31174,Not Specified,20,0.42,Office Supplies,Medium Box,1944.38,South,4376,4520.6,3/26/2012,Regular Air,11.79,Virginia,225.04,23701
Indian Trail,Liz Pelletier,Home Office,0.09,1,3/26/2012,51554,Medium,29,0.83,Office Supplies,Small Box,-271.77,South,7228,606.91,3/27/2012,Regular Air,11.52,North Carolina,20.89,28079
Indian Trail,Liz Pelletier,Home Office,0.05,1,3/26/2012,51554,Medium,7,0.41,Office Supplies,Jumbo Drum,-210.06,South,7227,545.04,3/28/2012,Delivery Truck,60,North Carolina,68.81,28079
Norfolk,Lynn Smith,Corporate,0.08,1,3/26/2012,3653,Critical,41,0.48,Office Supplies,Wrap Bag,64.79,South,540,271.11,3/28/2012,Regular Air,1.5,Virginia,6.68,23518
Dublin,Rick Huthwaite,Corporate,0.1,1,3/26/2012,46407,Not Specified,7,0.36,Office Supplies,Small Box,-29.003,West,6523,38.37,3/28/2012,Regular Air,5.74,California,5.18,94568
Portsmouth,Muhammed Yedwab,Consumer,0.03,1,3/26/2012,31174,Not Specified,29,0.35,Office Supplies,Small Box,-7.59,South,4377,225.25,3/29/2012,Regular Air,4.71,Virginia,7.84,23701
Crown Point,Christopher Schild,Corporate,0.05,1,3/27/2012,32869,Medium,49,0.65,Furniture,Medium Box,25.04,Central,4614,2470.84,3/28/2012,Regular Air,18.45,Indiana,51.65,46307
North Little Rock,Keith Dawkins,Home Office,0.08,1,3/27/2012,21633,Medium,29,0.47,Furniture,Small Pack,69.63,South,3000,547.82,3/28/2012,Regular Air,8.99,Arkansas,18.7,72113
Crown Point,Christopher Schild,Corporate,0.01,1,3/27/2012,32869,Medium,2,0.48,Office Supplies,Wrap Bag,-7.51,Central,4615,15.26,3/28/2012,Regular Air,1.5,Indiana,6.68,46307
Bay City,Heather Jas,Corporate,0.07,1,3/27/2012,53953,Not Specified,36,0.39,Office Supplies,Wrap Bag,91.73,Central,7544,307.65,3/28/2012,Regular Air,2.01,Michigan,8.95,48708
Glen Cove,Jennifer Ferguson,Home Office,0,1,3/27/2012,22562,Medium,3,0.59,Office Supplies,Small Box,-28.09,East,3147,57.48,3/28/2012,Regular Air,8.34,New York,16.06,11542
East Chicago,Christopher Schild,Corporate,0.1,1,3/27/2012,32869,Medium,39,0.57,Technology,Small Box,930.987,Central,4616,5250.6625,3/28/2012,Regular Air,8.99,Indiana,175.99,46312
Crown Point,Christopher Schild,Corporate,0.06,1,3/27/2012,32869,Medium,41,0.77,Technology,Small Pack,-82.83,Central,4613,322.03,3/28/2012,Regular Air,2.83,Indiana,8.12,46307
Grants Pass,Adam Shillingsburg,Corporate,0.01,1,3/27/2012,39750,High,7,0.4,Technology,Medium Box,-35.8788,West,5612,140.59,3/28/2012,Regular Air,8.51,Oregon,17.98,97526
Glen Cove,Jennifer Ferguson,Home Office,0.1,1,3/27/2012,22562,Medium,31,0.36,Office Supplies,Small Box,518.07,East,3146,1685.05,3/29/2012,Regular Air,13.88,New York,55.98,11542
Newton,Anthony Johnson,Small Business,0.07,1,3/27/2012,50816,High,25,0.58,Office Supplies,Small Box,-35.94,Central,7120,286.07,3/29/2012,Regular Air,4.98,Iowa,11.97,50208
Newton,Anthony Johnson,Small Business,0.03,1,3/27/2012,50816,High,26,0.38,Office Supplies,Small Box,302.804,Central,7121,733.92,3/29/2012,Regular Air,1.49,Iowa,28.53,50208
Glen Cove,Jennifer Ferguson,Home Office,0.08,1,3/27/2012,22562,Medium,46,0.59,Technology,Jumbo Drum,1981.17,East,3145,9304.2,3/29/2012,Delivery Truck,14.7,New York,213.45,11542
Newton,Anthony Johnson,Small Business,0.01,1,3/27/2012,50816,High,6,0.42,Technology,Small Pack,-12.46,Central,7122,99.11,3/29/2012,Regular Air,1.99,Iowa,15.28,50208
Bethlehem,Don Weiss,Corporate,0.01,1,3/27/2012,33319,Not Specified,11,0.77,Furniture,Jumbo Drum,-505.76,East,4685,1736.26,3/30/2012,Delivery Truck,60.2,Pennsylvania,150.89,18018
Redlands,Dave Kipp,Corporate,0.1,1,3/27/2012,28354,Low,34,0.37,Technology,Small Box,106.71,West,3970,507.66,4/1/2012,Regular Air,4,California,15.98,92374
Selma,Tony Sayre,Home Office,0.03,1,3/28/2012,52576,Low,10,0.36,Technology,Jumbo Drum,126.81,South,7373,958.18,3/28/2012,Delivery Truck,14,Alabama,90.97,36701
Weatherford,Eileen Kiefer,Consumer,0.04,1,3/28/2012,48357,Not Specified,16,0.38,Technology,Medium Box,619.71,Central,6789,2365.43,3/28/2012,Regular Air,13.99,Texas,150.98,76086
Gastonia,Jonathan Doherty,Corporate,0.08,1,3/28/2012,2144,Medium,40,0.59,Technology,Small Box,1585.476,South,306,5945.3675,3/28/2012,Regular Air,4.99,North Carolina,175.99,28052
Tucker,Nick Zandusky,Small Business,0.01,1,3/28/2012,58116,Critical,6,0.6,Furniture,Jumbo Drum,-59.88,South,8131,171.77,3/29/2012,Delivery Truck,14.36,Georgia,25.98,30084
Rapid City,Philip Brown,Corporate,0.04,1,3/28/2012,9478,High,48,0.51,Furniture,Small Pack,29.98,Central,1294,522.97,3/29/2012,Regular Air,5.4,South Dakota,10.4,57701
North Miami Beach,Ryan Crowe,Small Business,0.05,1,3/28/2012,4516,Medium,42,0.37,Office Supplies,Small Box,-113.45,South,642,294.78,3/29/2012,Regular Air,6.93,Florida,6.68,33160
Rapid City,Philip Brown,Corporate,0.08,1,3/28/2012,9478,High,48,0.4,Office Supplies,Small Box,-121.2,Central,1295,199.46,3/30/2012,Regular Air,4.79,South Dakota,4.28,57701
Apple Valley,Nora Paige,Small Business,0.04,1,3/29/2012,16229,High,27,0.74,Technology,Small Box,-89.5,West,2254,1068.7,3/30/2012,Regular Air,6.5,California,40.98,92307
Farmers Branch,Edward Becker,Corporate,0.05,1,3/29/2012,49125,Not Specified,29,0.36,Office Supplies,Small Box,-116.05,Central,6891,177.41,3/31/2012,Express Air,7.64,Texas,5.78,75234
Des Plaines,Grant Carroll,Small Business,0.08,1,3/29/2012,58688,Not Specified,18,0.6,Office Supplies,Small Pack,-41.87,Central,8208,215.93,3/31/2012,Regular Air,5.81,Illinois,11.97,60016
Bangor,Nora Paige,Small Business,0.05,1,3/29/2012,16229,High,19,0.39,Technology,Small Pack,143.793,East,2255,568.7435,3/31/2012,Regular Air,3.3,Maine,35.99,4401
Colorado Springs,Fred Harton,Home Office,0,1,3/30/2012,22755,Medium,35,0.36,Office Supplies,Small Box,-95.0475,West,3166,187.84,3/31/2012,Regular Air,5.68,Colorado,4.91,80906
Forest Park,Ashley Jarboe,Small Business,0.1,1,3/30/2012,10949,Medium,46,0.4,Technology,Jumbo Box,252.77,South,1515,3449.26,3/31/2012,Delivery Truck,30.06,Georgia,80.97,30297
Commerce City,Fred Harton,Home Office,0.04,1,3/30/2012,22755,Medium,45,0.38,Office Supplies,Small Box,3.451,West,3167,240.6,4/1/2012,Regular Air,2.99,Colorado,5.34,80022
Rotterdam,Tom Stivers,Small Business,0.01,1,3/30/2012,37859,Critical,2,0.36,Office Supplies,Small Box,-11.83,East,5324,29.03,4/1/2012,Regular Air,5.01,New York,11.34,12306
Commerce City,Fred Harton,Home Office,0.06,1,3/30/2012,22755,Medium,5,0.8,Technology,Small Pack,-275.253,West,3168,236.878,4/1/2012,Regular Air,5,Colorado,55.99,80022
Rexburg,Tim Brockman,Consumer,0.07,1,3/30/2012,2915,Low,41,0.6,Office Supplies,Wrap Bag,32.83,West,437,231.26,4/3/2012,Regular Air,0.96,Idaho,5.98,83440
Twin Falls,Tim Brockman,Consumer,0.01,1,3/30/2012,2915,Low,23,0.7,Technology,Small Box,51.59,West,438,987.17,4/4/2012,Regular Air,4,Idaho,39.98,83301
Indian Trail,Liz Pelletier,Home Office,0.09,1,3/31/2012,48035,Critical,8,0.58,Technology,Medium Box,-63.118,South,6748,155.924,4/1/2012,Express Air,4.81,North Carolina,20.99,28079
Jupiter,Thea Hudgings,Consumer,0.06,1,3/31/2012,29127,Critical,18,0.35,Office Supplies,Wrap Bag,-0.81,South,4086,31.13,4/2/2012,Regular Air,1,Florida,1.68,33458
Springfield,Dorothy Wardle,Corporate,0.07,1,3/31/2012,44772,Not Specified,1,0.83,Technology,Small Pack,-232.991,Central,6324,54.077,4/2/2012,Express Air,5,Illinois,55.99,62701
Gallatin,Toby Swindell,Small Business,0.06,1,4/1/2012,10978,Critical,9,0.7,Furniture,Jumbo Drum,-209.6,South,1517,566.53,4/2/2012,Delivery Truck,30,Tennessee,60.98,37066
Sun Prairie,Thomas Boland,Corporate,0.09,1,4/1/2012,42242,Not Specified,23,0.4,Office Supplies,Small Box,-33.189,Central,5949,265.31,4/2/2012,Express Air,7.19,Wisconsin,11.5,53590
Enterprise,Karen Seio,Consumer,0.01,1,4/1/2012,8295,High,7,0.6,Technology,Small Box,-295.427,South,1140,771.834,4/2/2012,Regular Air,2.5,Alabama,125.99,36330
Sun Prairie,Thomas Boland,Corporate,0.1,1,4/1/2012,42242,Not Specified,15,0.46,Technology,Small Box,236.61,Central,5950,1444.88,4/2/2012,Regular Air,7.18,Wisconsin,100.97,53590
Sun Prairie,Thomas Boland,Corporate,0.07,1,4/1/2012,42242,Not Specified,23,0.52,Technology,Small Box,231.49,Central,5951,2287.1,4/2/2012,Regular Air,19.99,Wisconsin,99.99,53590
New London,Troy Staebel,Small Business,0.06,1,4/1/2012,17795,Medium,1,0.42,Office Supplies,Medium Box,-15.92,East,2447,17.62,4/3/2012,Regular Air,6.12,Connecticut,11.33,6320
